atom_id,cei_placeName,cei_lang_MOM,cei_tenor,cei_date,cei_date_ATTRIBUTE_value,cei_dateRange,cei_dateRange_ATTRIBUTE_from,cei_dateRange_ATTRIBUTE_to,cei_abstract,cei_abstract_foreign,cei_graphic_ATTRIBUTE_url_orig,cei_graphic_ATTRIBUTE_url_copy,,,,
tag:www.monasterium.net,2011:/charter/AeviSaxonici/dba8fb64-df85-4bf2-ac2f-b6f439cff246,,," CIV.  CYNEUUULF, 759. [Reciting and confirming a clIarter of Coinraed.~\  »J< In nomine domini nostri Ihesu Christi saluatoris! Ea quae secundum
                    ecclesiasticam disciplinam a�? sino- dalia decreta salubriter definiuntur,quamuis solus
                    sermo sufficeret, tamen pro euitanda futura temporis ambi- guitate fidelissimis scriptum
                    et documentis sunt com- mendanda. Quapropter ego Coinredus, pro remedio animae meae et
                    relaxacione piaculorum meorum, ali- quam terrae particulam donare decreuerim uenerabili
                    uiro Bectune abbati, id est xxx. manentes, de aquilone riuus nomine Funtamel, ex meridie
                    habet terram beatae memoriae Leotheri episcopi: nam earumdem supradic- tarum cespites pro
                    ampliori firmitate euangelium su- perposui, ita ut ab hac die tenendi, habendi, possi-
                    dendi, in omnibus liberam et firmam habeat potestatem. Si quis uero episcoporum seu regum
                    contra hanc defi- nitionis cartulam propria temeritate, uel potius sacri lega debaccatione
                    uenire temptauerit, inprimis iram dei incurrat, a liminibus sanctae ecclesiae et
                    separatus, et hoc quod repetit, uindicare non ualeat. Ego Coin redus, qui hanc cartulam
                    donationis meae per omnia in manu propria signaui, et ad roborandum fidelibus testibus
                    tradidi *¡*. Ego Leotherius, quamuis indignus, episcopus hanc cartulam donationis
                    subscripsi »J<. Ego Cunibertus abbas subscripsi »J<. Ego Hadde ab bas subscripsi
                    »¡*. Ego Uuimbertus presbyter qui hanc cartulam rogante supra effato abbate scripsi et
                    subscripsi et caeteri. i%*.  *¡* Hoc signum ego Cyniheardus indignus epis copus impressi ad confirmandam
                    roborandamque hanc cartulam, quam huiusmodi conscriptam esse fateor. Successor abbatis
                    praenominati Bectuni Catuuali no-mine dedit terram supra designatam . xxx . manen  CHARTAF. ANGI.OSAXONICAE. 127  tium Uuintran abbati pro pecunia sua, et scripsit li- bellum alium donationis huius
                    atque possessionis su- prascriptae, subtraxit tamen et donationis primae litteras et
                    subscriptiones regum, episcoporum, abbatum atque principum, quia inter caetera terrarum
                    suarum testimonia haec eadem terrae particula conscripta non facile potuit eripi neque
                    adhuc potest: et propterea, decedentibus primis testibus longa deceptatio inter familias
                    duorum monasteriorum orta est et perseuerat usque nunc: habe[b]ant autem hanc terram
                    semper ex quo a praefato abbate primo data est Uuintran sncces- sores eius; et alterius
                    familiae et successores primum libellum, qui manibus praedictorum testium roboratur.
                    Iccirco ego nunc atque rex noster caeteri[que] quo rum testificatio et subscriptio infra
                    notatur, reconci- liauimus eos in pace, partim data pecunia, partim iura- mento adhibito
                    in testimonium; ut deinceps successores Uuintran abbatis, id est Eguuald et familia eius
                    quae est in monasterio quod dicitur Tissebiri, cum licentia alterius familiae cui praeest
                    Tidbald abbas, habeant possideantque perpetualiter terram de qua diu alter- catio erat: et
                    praesens libellum ego discripsi atque ex- cerpsi ab illo primitus dato Bectuno abbati,
                    concedente scilicet Tidbaldo abbate et familia eius, et dedi Eg- uualdo abbati, testibus
                    infra notatis consentientibus atque confirmantibus hanc scripturam, reprobrantibus autem
                    alia scriptura quae sunt edita de hac terra. Et haec acta sunt ab incarnatione domini
                    nostri Ihesu Christi . DccLviiii. Indictione xii.  *¡* Cyneuulf regisHereuuald episcopio. Sal ling presbiter *¡*. Cerdic presbiter et
                    caeteri. .  128 CHARTAE ANGLOSAXONICAE. ",99999999,99999999,,,,,,,00000276.png, 00000277.png, 00000278.png,
tag:www.monasterium.net,2011:/charter/AeviSaxonici/ebdfdfd9-7968-4e7d-8c23-6dfb71d1ca77,,," CLXX.  ECGFRITH OF MERCIA, 796.  Saeculi namque labentis tempora sicut umbrae fugientes sic uelociter tranant, uarieque
                    euentuum status in cogitationes hominum conscendunt. Qua- propter ego Ecgfridus rex
                    Merciorum concedo meo  CHARTAE ANGLOSAXONICAE. 207  fideli principi Aebelmundo iii. cassatos act Huntenatun liberaliter ad possidendum,
                    pro ereptione peccaminum meorum, sicut antea Uhtred et Aldred Beornhardo con- cesserunt.
                    Et hoc gestum est in celebri uico qui Sax- onice uocatur aet BaSum, his testibus
                    consentientibus.  »J< Ego Ecgfridus rex hanc meam donationem con- firmaui. »J4 Ego Brihtricus rex. ^
                    Ego AeJ>elhardus archiepiscopus. ^ Ego HeaSored episcopus. t%i Ego Eadulf electus. *¡*
                    Ego ForSred abbas. *¡* Ego Brorda princeps. »¡* Ego Aebelmund. ^ Ego Ead- gar.  CLXXI.1 ECGFRITH, 796.  ¿¡* In nomine domini nostri! Ego Ecgfridus deo donante rex Merciorum, AcSelmundo, meo
                    fideli prin cipi, hanc praenominatam terram tres cassatos, id est Huntena tun, etiam
                    liberaliter Uli omni rei et firmiter ad habendum concedo, pro ereptione peccaminum meo-rum
                    et salute animae meae. Ac, sicut antea Aldred et Uhtred, subreguli Huicciorum, Beornhearde
                    conces- serunt, sic iterum plene conscribimus Uli, cum omnibus utilitatibus quae ad illius
                    agri culturam rite pertinent. Et hoc gestum est in celebre monasterio quod Saxonice
                    nominatur aet BaSиn. Et hii testes adfuerunt, quorum hic nomina et signa tenentur.  «J< Ego Ecgfridus, rex Merciorum, hanc meam ele- mosinam signo crucis Christi
                    confirmabo. *¡* Ego Berhtric, rex Occidentalium Saxonum, signo crucis Christi munio. *¡*
                    Ego AeSelheard archiepiscopus consigno et subscribo. »¡* Ego HeaSored episcopus consensi
                    et subscripsi. *¡* Ego Eaduulf electus con- sensi et subscripsi. *¡* Ego ForSred abbas
                    consensi. »J< Brorda. *¡* AeSelmund. *¡* Eadgar.  1 This appears to be merely a copy of the same grant as the last, but with remarkable
                    variations, which  render it desirable to print both entire.  208 CIIARTAE ANGLOSAXONICAE.  CLXXII. * ECGFRITH, 796.  »J< Ego Ecgfridus rex Merciorum, anno dominicae incarnationis dcc.x[c]vi.
                    indictionequarta,primo autem anno regni nobis a deo concessi, terram itaque quinqué
                    manentium, in loco qui dicitur Pinnelesfeld, cum an- tiquis terminis, pro. benedictione
                    regni nostri, abbati, Uuillegoda nomnie, ad possidendum dabo; de illa namque in nomine
                    domini praecipiam ut semper sit beato Albano et monasterio suo subiecta. Et terram illam a
                    laboriosis operibus, et ab omnibus tributis, uel censuris, et ab omnibus refectionibus
                    regum uel prin- cipum, seu omnium expeditionum, pro redemptione animae meae liberam,
                    fixam, immutabilem, concederé curabo. Et possessor iUius terrae non habeat potes- tatem
                    hanc terram a beato Albano derobare.1 Qui au- geat beato Albano et monachis suis
                    benedictionis gra- tiam, augeat illi deus in coelesti Hierusalem pacem et uitam aeternam.
                    Conscriptus est autem hic in loco qui dicitur Celchyth, in synodo publico. Haec sunt
                    nomina testium huius donationis.  *¡* Ego Ecgfridus rex hanc meam donationem cum signo crucis confirmare curabo. *J« Ego
                    Coenuulras rex Merciorum concedo. *¡* Ego Cynethrith regina con- scripsi. *¡* Ego Sigricus
                    dux. *¡* Ego Aethelheardus archiepiscopus. *¡* Ego Unuuona episcopus. Ego Uueohthunus
                    episcopus. »J< Ego Alhmundus episco pus. *¡* Ego Beonna abbas. *¡* Ego Forthredus
                    abbas. *¡* Ego Aelfhunus episcopus. »J< Ego Sighere filius Sigheri. tiff Ego Brorda
                    dux. »J< Ego Esne dux. *¡* Ego Uuigbertus dux. *¡* Ego Cydda dux. »¡* Ego Uuicga dux.
                    *¡* Ego Uuynbertus dux. »¡* Ego Alh mundus dux. *¡* Ego Heardbertus dux. *J* Ego
                    Cuthbertus dux. *¡* Ego Brorda dux. *¡* Ego Eo- bingus dux.  1 MS. ""diribare.""  CHARTAE ANGLOSAXONICAE. ¿0!) ",99999999,99999999,,,,,,,00000356.png, 00000357.png, 00000358.png, 00000359.png
tag:www.monasterium.net,2011:/charter/AeviSaxonici/f5726882-a025-4c4b-b809-f118183ebe04,,," III.  * AETHILBERHT OF KENT, Jan. 9th, 605.  »{< In nomine domini nostri Iesu Christi! Notum sit omnibus, tam praesentibus quam
                    posteris, quod ego Aethilberhtus, dei gratia rex Anglorum, per euange- licum genitorem
                    meum Augustinum de ydolatra factus christicola, tradidi deo per ipsum antistitem aliquam
                    partem terrae iuris mei sub orientali muro ciuitatis Dorouerniae, ubi scilicet per eundem
                    in Christo insti- tutorem monasterium in honore principum apostolo- rum Petri et Pauli
                    condidi, et cum ipsa terra et cum omnibus quae ad ipsum monasterium pertinent per- petua
                    libertate donaui; adeo ut nec mihi, nec alicui successorum meorum regum, nec ulli unquam
                    potes- tati, siue ecclesiasticae siue seculari, quidquam inde liceat usurpare, sed in
                    ipsius abbatis sint omnia libera ditione. Siquis uero de hac donacione nostra aliquid
                    minuere aut irritum facere temptauerit, auctoritate dei et beati papae Gregorii, nostrique
                    apostoli Augus- tini, simul et nostra imprecatione, sit hic segregatus ab omni sanctae
                    ecclesiae communione, et in die iudicii ab omni electorum societate. Circumcingitur haec
                    terra his terminibus: in oriente ecclesia sancti Mar tini, et inde ad orientem be
                    Siwendune, et sic ad aqui- lonem be Wycingesmarce, iterumque ad orientem et ad austrum be
                    Burhwaremarce, et sic ad austrum et orientem be Cyningesmarce, item ad aquilonem et
                    orientem be Cyningesmarce, sicque ad occidentem to Rioerescaepe, et ita ad aquilonem to
                    Drutingstrate. Actum est hoc in ciuitate Dorouerni anno ab incar- natione Christi Dev.
                    indictione vm.  »{< Ego Aethilberhtus rex Anglorum, hanc dona- cionem meam signo sanctae crucis
                    propria manu con- firmaui. »{i Ego Augustinus gratia dei archiepis- copus, libenter
                    subscripsi. <i* Ego Aedbaldus regis  b2  4 CHARTAE ANGLOSAXONICAE.  filius, faui. <if Ego Hamigisilus dux laudaui. »{<Ego Hocca comes consensi. Ego
                    Angemundus referen- darius approbaui. *J* Ego Graphio comes benedixi. *Jf Ego Tangisilus
                    regis optimas confirmaui. tiJ* Ego Pinca consensi. >J* Ego Geddi corroboraui. ",99999999,99999999,,,,,,,00000153.png, 00000154.png,,
tag:www.monasterium.net,2011:/charter/AFM/1.1.13,,,"[14. März 1405][1] In vigilia Reminiscere congregata fuit facultas medicine
                super deliberatione subscripti articuli, scilicet ad audiendum supplicationem
                cuiusdam baccalarii in medicina volentis petere admitti ad examen pro licentia in
                medicina; et fuit Iohannes artium baccalarius et rector scolarium ad Scotos.Super quo articulo deliberavit facultas, quod ex certis causis pro tunc non deberet
                admitti ad examen, sed deberet legere per medium annum in facultate omni dielegibili et se in moribus et aliis statum honestatis concernentibus meliorare et tunc
                se, si placeret, facultati presentare et quod tunc facultati spontanee videretur
                esse faciendum cum eo, hoc fieri deberet.42",14. März 1405,14050314,,,,Sitzung vom 14. März 1405,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.1.169,,,"[2. Januar 1421][1] Die 2a mensis Ianuarii fuit
                congregatio facultatis ad instantiam magistri Heynrici Stoll de Hamelburgk petentis
                admitti ad examen pro licentia in eadem. Et fuit ab omnibus admissus.272",2. Januar 1421,14210102,,,,Sitzung vom 2. Januar 1421,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.1.179,,,[27. August 1412]290[1] Magister Stephanus Spetzhardi de Rötlinga. 291[November 1413]292[1] Magister Iohannes de Wila.293,27. August 1412,14120827,,,,Sitzung vom 27. August 1412,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.1.183,,,"[8. Februar 1423][1] Magister Dietmarus 8va die
                mensis Februarii anno etc. 23a.",8. Februar 1423,14230208,,,,Sitzung vom 8. Februar 1423,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.1.57,,,"[8. Dezember 1412][1] Die 8a mensis Decembris
                congregati sunt doctores ad instantiam prefati magistri Iohannis de Hamelburg, qui
                humiliter petivit recipi ad consortium doctorum facultatis medicine.Et est receptus solvendo iuxta consuetudinem et conclusionem facultatis 4 flor.[2] In eadem congregatione concepta et ad formam redacta sunt
                quedam motiva per omnes doctores concorditer publice in universitate et per singulas
                facultates distribuenda, propter que rationabile videbatur facultati medicine, quod
                licentiati aliarum facultatum in stationibus et congregationibus universitatis
                doctores medicine antecedere non deberent. Quorum copia etiam reposita est ad capsam
                    facultatis.117",8. Dezember 1412,14121208,,,,Sitzung vom 8. Dezember 1412,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.2.116,,,"[2. Juni 1451] Item 2. die mensis Iunii congregati
                     fuerunt omnes doctores, dempto Iohanne de Kirchaim, qui de mane eodem die
                     repatriavit, ad audiendum peticionem Mag. Coradi de Mueldarf, baccalarii in
                     medicinis, qui petivit presentari domino cancellario ad aperiendum sibi examen
                     pro licencia in medicina etc. Sed quia nec complevit tempus nec responsiones et
                     considerabant eciam domini doctores qualitatem, condiciones et alias
                     circumstancias sue persone, quapropter supra suos defectus dispensare
                     noluerunt, cum cause, propter quas merito judicaverint esse dispensandum, non
                     intervenirent; ideo eius peticio renotabatur. [fol. 24r]291[1451/ 1452]",2. Juni 1451,14510602,,,,Sitzung vom 2. Juni 1451,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.2.137,,,"[26. November 1453] Mag. Iohannes de Prawnaw 1453.
                     in crastino sancte Katherine fuit electus in decanum propter absenciam
                     suppositorum et suspensionem leccionum usque ad prenominatum tempus, vigente
                     pestilencia; qui facta computacione recepit a precedenti decano ladulam cum
                     peccunia reclusam, sicut precedens decanus eam receperat, propter absenciam
                     doctorum seniorum claves habencium, quorum unus fuit Mag. Petrus Volcian pie
                     recordacionis, qui obiit eodem anno. Sed postea clavibus356 inventis reperi 34 flor. Ungaricales, 8 flor.
                     Renenses et 1 tal. et 2 den., de quibus secundum commissionem facultatis dedi
                     precedenti decano 12 tal. 5 sol. 25 den. et hoc pro expositis pro stabulo novo,
                     quod constetit secundum suam computacionem 21 libr. den., et ego feci fieri
                     duas cannales ex tegulis concavis ad foveam sub stabulo directe sub cruce
                     signato in pariete stabuli et habet fovea superius testudinem, in cuius medio
                     est foramen pedale quadratum ita profunde sub terra situm, sicut crux est in
                     pariete exaltatum a terra, et pedello dedi 12 sol., quod facit 14 tal. et 55
                        den.357 Item ex parte cannalium dictarum
                     et elevacione canne in tecto et fenestre super cannam magnam et ex parte tecti
                     ante celarium 9 sol. 14 den. Item ex parte commodi novi sub tecto 11 sol. 8
                     den. Item in septem congregacionibus pro vino 5 sol. 26 den. Item pro convivio
                     cum apotecariis concessi de archa facultatis 4 flor. Ungaricales: facit 7 tal.
                     18 den.358",26. November 1453,14531126,,,,Sitzung vom 26. November 1453,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.2.146,,,"[5. Dezember 1454] Anno eodem, die 5. mensis
                     Decembris, congregata fuit facultas medicine ad expediendum articulos
                     subscriptos, quorum primus fuit ad cogitandum de registracione librorum
                     facultatis et reformacione librarie. Super quo conclusum fuit, quod decanus
                     deberet disponere fieri pavimentum in libraria superius et januam et cuilibet
                     doctori claves, et si aliquis [fol. 32r]383
                     scolarium ingredi voluerit, petat clavem ab uno de doctoribus. Motum fuit eciam
                     tunc, quod pro futuro debeat haberi unus liberarius, qui eligi debet tempore
                     eleccionis decani, cuius officium sit omni mense semel visitare liberariam et
                     conspicere libros et necessaria ibidem. Et fuit protunc electus Mag. Iohannes
                     de Prauna.Secundus articulus fuit ad terminandum negocium dudum cum appotecariis
                     inceptum ex parte taxe et similium, ne comunitas gravetur per eosdem. Super quo
                     conclusum fuit, quod decanus, Mag. Michael Srikch et Mag. Iohannes Kirchaim
                     accedere deberent appotecarios vel eos vocare et ab ipsis petere taxam et
                     referre eciam alia in decanatibus duobus precedentibus per facultatem conclusa.
                     Quod factum fuit juxta conclusionem.Tercius fuit ad providendum facultati de modo repellendi Iudeum
                     perfidissimum et alios contra ordinaciones facultatis practicantes. De quo
                     conclusum fuit, quod propter distanciam domini nostri Regis Ladislai petatur
                     dominus officialis curie Pataviensis, ut dignetur facere publicari in
                     cancellis, quomodo recipientes medicinas a Iudeo sint excomunicati, ymo quod
                     facta monicione excomunicentur, quod eciam venerandus pater Mag. Iohannes
                     Aichlperger de Novoforo, protunc officialis, perficere spopondit. Fuit secundo
                     conclusum, quod eciam scriberetur regie maiestati, quod conservaret nos in
                     privilegiis et statutis nostris a predecessoribus eius facultati datis. Tercio
                     quod capitaneus patrie accederetur, ut similiter predictum Iudeum a practica,
                     ex quo nullius esset literature, prohiberet, quod similiter factum fuit per
                     universitatem et eciam facultatem in duobus literis, quarum tenor habetur folio
                        sequenti.384Quartus fuit ad concludendum de deauracione arche seu sarcofagi
                     sanctorum Cosme et Damiani martirum. Super quo conclusum fuit, quod archa
                     deberet ex toto deaurari ad honorem Dei omnipotentis et sanctorum
                     prescriptorum, ad quod deberent domini doctores contribuere juxta eorum
                     facultates, et si ab aliis eciam colligere possent, ut puta cyrurgis et
                     appotecariis, quod eciam hoc idem attemptarent. [fol. 32v]385Dominus rector universitatis protunc, Mag. Caspar de Tetnang, dedit 2
                     flor.; Mag. Martinus Guldein, protunc decanus facultatis, dedit 4 flor.
                     Ungaricales; Mag. Michael de Srikch dedit 4 flor. Ungaricales; Mag. Pangracius
                     Kreutzer dedit 12 sol. den.; Mag. Iohannes de Prauna dedit 1 tal. den.; Mag.
                     Iohannes de Kirchaim; Mag. Liebhardus Swalb; Mag. Marquardus ; Mag. Thomas
                     Mestlin; Mag. Conradus de Muldarff; Mag. Georius de Amberga; Mag. Sebaldus de
                     Nuremberga; Mag. Stephanus Pernolt de Greding; et illi omnes protunc erant
                     doctores medicine et simul hic Wienne.386",5. Dezember 1454,14541205,,,,Sitzung vom 5. Dezember 1454,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.2.18,,,"[24. Juni 1438] Item in die sancti Iohannis
                     Waptiste dedi bedello 1 flor. novum pro 7 sol. den. minus 10 den. et81 40 den.82
                     Item dedi pro vino 6 den.",24. Juni 1438,14380624,,,,Sitzung vom 24. Juni 1438,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.2.222,,,"[27. Februar 1465] Item in die Cinerum, facta cena
                     ad expensas facultatis per doctores eiusdem, congregati et convocati erant
                     singuli appotecarii in facto practicancium contra consensum et ordinaciones
                     facultatis atque eorum, qui medicinas distribuunt in preiudicium
                     appotecariorum. Conclusit facultas subservare infra scripta:Quoniam medicina est sciencia, qua humani corporis quietis, salutis et
                     spei queritur refrigerium, ut a morbis589
                     se tueantur homines et preservent atque ut morbidi ab eisdem pro posse divina
                     favente clemencia restaurentur, interest nobis doctoribus, ut in eadem
                     sollicitudine omni qua possumus et scrutinio procuremus, ne temeriter aut
                     nequiter practicantes jacturam et destruccionem humanorum corporum atque
                     homicidia soleant amplius frequentare. Statuit igitur in primis facultas tum
                     pretextu privilegii et ordinacionis sacri concilii Basiliensis, tum vigore novi
                     privilegii invictissimi principis domini Friderici, Romanorum Imperatoris
                     semper augusti etc., ne aliquis empericorum aut alius temerario ausu preter
                     facultatis consensum in civitate Wyennensi practicet, nisi sit doctor
                     approbatus per aliquam universitatem, de quo facultas plenam habeat cognicionem
                     per patentes literas aut testes, aut se submittat ad respondendum publice coram
                     facultate, ita ut eiusdem ars et sciencia sint plurimum per nos edocte. [fol.
                     57v] Et ut hoc lacius suum sorciatur effectum, oportet aliqua singulariter
                     observare, ne detur locus malefaciendi et practicandi cum dispendio et jactura
                     hominum, tum quantum ad appotecarios, tum et ad doctores.(1.) Primum de appotecariis observandum est tale590: Ne aliquis appotecariorum contra prescriptum
                     statutum facultatis medicinas alicui taliter prohibito administret neque per se
                     nec per alium subordinet tacite aut expresse aut quovis alio modo.(2.) Secundum de appotecariis observandum591: Ne aliquis eorum medicinas farmacantes, ut sunt pillule aut
                     alie medicine laxative sive solutive effrenitantes, indifferenter ad voluntatem
                     et postulacionem cuiuscumque extra suam appotecam audeat [dispensare], nisi per scienciam et velle aut mandatum alicuius
                     doctoris facultatis eiusdem aut alterius non doctoris habentis expressum
                     consensum facultatis practicare in eadem.(3.) Tercium conclusit facultas de appotecariis592: Ceterum perswadet vobis facultas, quia
                     frustra leges conduntur, nisi quis manu forti sataget easdem observare, ut unum
                     aut duos inter vos preficiatis veluti manutenentes illas observaciones, cui aut
                     quibus alii per juramentum aut fidem compromittant hec singula inviolabiliter
                     observare; quod si aliquis eorum contravenerit, procurent ipsi talem sine
                     gracia puniendum juxta ipsius demeritum, que tunc pena per hos duos aut plures
                     ex eis, si necessarium fuerit593, erit
                        arbitranda.594Observanda per doctores facultatis:595(1.) Primum est tale, quod si quisquam appotecariorum sua temeritate
                     aut quacumque alia via inductus in contrarium prefatorum statutorum facere
                     presumpserit, cognita de hoc certitudine, que singulariter per omnes doctores
                     nostre facultatis aut indifferenter quoscumque alios erit indaganda et mox ad
                     facultatem et aures doctorum denunccietur, precipimus et mandamus singulis
                     suppositis nostre facultati subiectis, ne aliquis eidem appotecario aliquam
                     receptam scribi soleat aut permittat, sed absolute omnes suos pacientes ab
                     eadem appoteca repellat aut prohibeat.596
                     Quod si aliquod suppositorum sive doctorum, minimus aut maximus, contra hoc
                     facere contravenerit, maneat talis doctor a facultate sine gracia exclusus,
                     quousque emendatus fuerit sufficienter. Quod si aliquis scolarium sciens talem
                     prevaricacionem per aliquem appotecarium fieri, et ad facultatem sive decanum
                     eiusdem non detulerit, maneat talis a facultate suspensus ab omni promocione,
                     quousque veniam merverit.(2.) Pariter conclusit facultas in favorem appotecariorum, ne
                     videantur eis esse preiudiciales, ne aliquod suppositum nostre facultatis
                     swadere audeat aliquid aput herbularios sumendum, sed singula ad appotecas
                     scribantur, aut aliter per verba recipere procuret aut disponat. Quod si quis
                     contrarium fecerit, penam facultatis non evadet.(3.) Deinceps mandat facultas, nullum ex suppositis nostre facultatis
                     habere concurrenciam cum aliquo practico non habente expressum consensum
                     facultatis sub penis ut supra.597 [fol.
                     58r](4.) Pro doctoribus. Placuit denique facultati habere assistenciam
                     appotecariis pro repulsa herbulariorum pro posse prosequenda et maxime per
                     litteram imperialem, que in se continet repudiacionem illorum, ita ut absorpti
                     in civitate Wyennensi eorum pati presencia non permittatur.(5.) De religiosis. Demum placuit facultati, quod omnes moniales
                     practicantes aut medicinas qualescumque vendere presumentes, ut aquas,
                     cristeria etc., prohibeantur598 cum
                     assistencia appotecariorum mediante littera domini Pataviensis ab huiusmodi
                     mercanciis aut practicis. Quod si fuerint alie persone religiose non subiecte
                     jurisdiccioni ordinarii loci, presumentes agere sua ambicione aut cupiditate
                     contra prenominatas ordinaciones, coherceantur per comminaciones, videlicet
                     tales, quod domini doctores in suis egritudinibus non velint eis nec prece
                     neque precio persuadere aut assistere. [fol. 59r]599Feria quarta post Letare. [fol. 59v]600",27. Februar 1465,14650227,,,,Sitzung vom 27. Februar 1465,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.2.242,,,"[19. Juni 1466] Item proxima feria quinta ante
                     festum sancti Iohannis Baptiste congregata fuit facultas medicine super
                     articulo subscripto: Ad audiendum desiderium quorundam civium a consolatu
                     deputatoram in causa appotecariorum. Et erat desiderium illud, quoniam prefati
                     desideraverunt cives seriose, ymo quodamodo mandando, quatenus domini doctores
                     singulis scriberent appotecariis eorum receptas et indifferenter, quia ipsis
                     appareret iniustum, quod tanto tempore plures ex appotecariis per abstraccionem
                     receptarum ipsorum dampnificati essent et quod non inputarent alicui
                     appotecario, si expost eorum aliquis cuidam emperico nomine Georgius Unrayn
                     interdum administraret medicinas; et in illius suplementum totus velit
                     consulatus, ut nullus aliorum empericorum hic Wyenne contra privilegia
                     facultatis medicine practicet neque aliquis ex appotecariis eorundem alicui
                     medicinas porrigeret. Quod si aliquis appotecariorum secus faceret, domini
                     doctores extunc plenum ac justum haberent posse abstrahendi manus a tali. Et
                     super isto articulo, quantum ad partem eius primam, placuit conformiter et
                     facultati medicine et missis a consulatu, qui fuerunt Udalricus Kärner,
                     Steffanus Hertell et Iohannes Ernst etc., quod domini doctores facultatis
                     medicine expost singulis appotecariis, cum quibus saltem essent provisi,
                     indifferenter ipsorum scriberent receptas, et qui tenerent articulos in causa contra empericos et nonnullos
                     appotecarios empericos foventes per facultatem medicine conceptos. Et in
                     maiorem illius ratifticacionem placuit consequenter et precipue missis a
                     consulatu, quod singuli appotecarii, quantocius fieri possit, coram consulatu
                     conpareant promittentes, se ibidem prefata observaturos, in presencia domini
                     decani facultatis medicine ad minus et unius doctoris eiusdem; et illo facto,
                     si expost aliquis appotecariorum contrarium predictis faceret, licite quilibet
                     doctorum facultatis medicine manus abstrahere posset, ymo abstrahere deberet,
                     quantum ad scribere vel presentare eius receptas ad alicuius talis appotecam.
                     Sed quantum ad articuli secundam partem conclusit facultas, quod, quantum esset
                     ex parte facultatis medicine, nullum simpliciter empericum admitteret ad
                     practicandum in Wyenna neque alicui consentiret appotecario, quod medicinas
                     quascumque emperico administraret alicui, quia illud directe contra juramentum
                     cuiuslibet esset doctorum medicine, qui se velle privilegia eiusdem juravit
                     observare. Tamen si consulatus vel maior eius pars aliquem ex empericis
                     admitteret ad practicandum vel in practicando foveret, facultas medicine
                     resistere in illo non posset, nisi cum privilegio sibi concesso, quod merito
                     consulatus obligaretur manutenere etc.619
                     [fol. 64v]620[1466/ 1467]",19. Juni 1466,14660619,,,,Sitzung vom 19. Juni 1466,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.2.261,,,"[24. Juli 1468] Item post reversionem ipsius dedi
                     sibi 2 flor. Hungaricales in vigilia sancti Iacobi.Item eodem die exposui 12 den. pro colacione.Item dedi eidem 1 libr. den. pro sumptibus ad Grecz pro
                     expensis.Item dedi notario universitatis 4 sol. den. pro una littera, quam
                     scripsit celsitudini imperiali, et alias pro duabus copiis duarum litterarum,
                     quarum una continet formam littere domini Pataviensis, secunda vero est copia
                     littere Imperatoris. [fol. 67v]640Item nuncciis pro excommunicacione ipsius Gruntnerin: uni dedi ad
                        Tulnam641 42642 denarios., item uni alteri nunccio ad Sanctum Ypolitum dedi
                     60 den.Item pro duabus collacionibus in domo Mag. Michaelis 16
                     den.Item Udalrico appotecario dedi 2 flor. Ungaricales pro confeccionibus
                     in duabus scatulis, que fuerunt directe ad Gracz, de quibus florenis restituit
                        1/2
                     libr. den.Item dedi notario universitatis 42 den. pro litteris, que fuerunt
                     protunc directe eciam ad Graez.Item eidem nunccio dedi 30 den., qui portavit confecciones et litteras
                     ad Gracz.Item ad conspiciendum duas urinas per illum Hacker 2
                     gross.Item 10 den. Pro una octava vini in domo Mag. Michaelis in die
                     Exaltacionis sancte Crucis643.",24. Juli 1468,14680724,,,,Sitzung vom 24. Juli 1468,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.2.267,,,"[13. Oktober 1468] Anno Domini M.°CCCC.°68., in
                     die sancti Colomanni martiris, in decanum facultatis medicine electus est Mag.
                     Nicolaus de Ratispona, medicine doctor, cui singulis predicte facultatis
                     congregatis doctoribus inmediate precedens presentavit decanus librum
                     statutorum ac acta cum ladula et in ea contentis.653",13. Oktober 1468,14681013,,,,Sitzung vom 13. Oktober 1468,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.2.310,,,"[31. Jänner 1472] Item ultima die eiusdem mensis,
                     eodem anno, congregata fuit facultas super articulo infrascripto: Ad audiendum
                     peticionem cuiusdam licenciandi in medicina petere volentis, ut ad recipiendum
                     insignia doctoralia et licenciam admittatur, et fuit Mag. Laurencius Wisenhofer
                     de Ingelstavia, videlicet eadem die et fuit exauditus et eodem die exposui pro
                     collacione, scilicet pro una media malvasie et una media Refolii et una semella
                     47 den.",31. Jänner 1472,14720131,,,,Sitzung vom 31. Jänner 1472,,,,,,
